budget_pct,n_flagged,precision,recall,lift
0.05,678,0.976401179941003,0.055272605827836684,1.1057782086265144
0.1,1356,0.974188790560472,0.11029473156884027,1.1032726688788714
0.15,2034,0.9685349065880039,0.16448192368706688,1.0968696228571166
0.2,2712,0.9671828908554573,0.2190030892544043,1.0953384596780014
0.25,3391,0.9657918018283692,0.273440761459464,1.093763045837856
0.3,4069,0.9636274268862128,0.3273774734908575,1.091311882632094
0.4,5425,0.9616589861751152,0.4355848710027553,1.0890826157200688
0.5,6782,0.9584193453258626,0.542706854805043,1.085413709610086
